Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
Which airline has most number of flights?,extra,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT a.airline, COUNT(f.flightno) AS flight_count FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline ORDER BY flight_count DESC LIMIT 1","SELECT T1.airline, COUNT(T2.flightno) AS flight_count FROM flights AS T2 INNER JOIN airlines AS T1 ON T1.abbreviation = T2.airline GROUP BY T1.airline ORDER BY flight_count DESC LIMIT 1",0,0
What airline serves the most flights?,extra,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,"SELECT a.airline, COUNT(f.flightno) AS flight_count FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline ORDER BY flight_count DESC LIMIT 1","SELECT a.airline, COUNT(f.flightno) AS flight_count FROM airlines a JOIN flights f ON a.airline = f.airline GROUP BY a.airline ORDER BY flight_count DESC LIMIT 1",0,0
Find the abbreviation and country of the airline that has fewest number of flights?,extra,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT a.abbreviation, a.country FROM airlines a JOIN flights f ON a.airline = f.airline GROUP BY a.uid ORDER BY COUNT(f.flightno) ASC LIMIT 1",NULL,0,0
What is the abbreviation of the airilne has the fewest flights and what country is it in?,extra,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT a.abbreviation, a.country FROM airlines a JOIN flights f ON a.airline = f.airline GROUP BY a.uid ORDER BY COUNT(f.flightno) ASC LIMIT 1","SELECT T1.abbreviation, T2.country FROM airlines AS T1 INNER JOIN (SELECT airline, COUNT(*) AS flightcount FROM flights GROUP BY airline ORDER BY flightcount LIMIT 1) AS T2 ON T1.airline = T2.airline",0,0
What are airlines that have some flight departing from airport 'AHD'?,medium,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.sourceairport = 'AHD',SELECT DISTINCT T1.airline FROM flights AS T2 INNER JOIN airlines AS T1 ON T2.airline = T1.abbreviation WHERE T2.sourceairport = 'AHD',1,1
Which airlines have a flight with source airport AHD?,medium,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.sourceairport = 'AHD',SELECT DISTINCT T1.airline FROM flights AS T2 INNER JOIN airlines AS T1 ON T2.airline = T1.abbreviation WHERE T2.sourceairport = 'AHD',1,1
What are airlines that have flights arriving at airport 'AHD'?,medium,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.destairport = 'AHD',SELECT DISTINCT T1.airline FROM flights AS T2 INNER JOIN airlines AS T1 ON T2.airline = T1.abbreviation WHERE T2.destairport = 'AHD',1,1
Which airlines have a flight with destination airport AHD?,medium,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.destairport = 'AHD',SELECT DISTINCT T1.airline FROM flights AS T2 INNER JOIN airlines AS T1 ON T2.airline = T1.abbreviation WHERE T2.destairport = 'AHD',1,1
Find all airlines that have flights from both airports 'APG' and 'CVO'.,extra,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.sourceairport IN ('APG', 'CVO') GROUP BY a.airline HAVING COUNT(DISTINCT f.sourceairport) = 2",SELECT DISTINCT T1.airline FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.abbreviation = T2.airline WHERE T2.sourceairport = 'APG' AND T2.destairport = 'CVO',1,1
Which airlines have departing flights from both APG and CVO airports?,extra,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""","SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.sourceairport IN ('APG', 'CVO') GROUP BY a.airline HAVING COUNT(DISTINCT f.sourceairport) = 2","SELECT DISTINCT T1.airline FROM flights AS T2 INNER JOIN airlines AS T1 ON T2.airline = T1.abbreviation WHERE T2.sourceairport IN ('APG', 'CVO')",1,1
Find all airlines that have flights from airport 'CVO' but not from 'APG'.,extra,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline WHERE f.sourceairport = 'CVO' AND a.abbreviation NOT IN (     SELECT f.airline     FROM flights f     WHERE f.sourceairport = 'APG' ),SELECT DISTINCT T1.airline FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.abbreviation = T2.airline WHERE T2.sourceairport = 'CVO' AND T2.sourceairport <> 'APG',1,1
Which airlines have departures from CVO but not from APG airports?,extra,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT DISTINCT a.airline FROM flights f JOIN airlines a ON f.airline = a.abbreviation WHERE f.sourceairport = 'CVO' AND f.airline NOT IN (     SELECT f2.airline     FROM flights f2     WHERE f2.sourceairport = 'APG' ),SELECT DISTINCT T1.airline FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.airportname = 'CVO' AND T1.sourceairport NOT IN (SELECT T3.airportcode FROM airports AS T3 WHERE T3.airportname = 'APG'),1,1
Find all airlines that have at least 10 flights.,medium,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"SELECT a.airline, a.abbreviation, a.country FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline, a.abbreviation, a.country HAVING COUNT(f.flightno) >= 10","SELECT airline, abbreviation, country FROM airlines AS T1 INNER JOIN flights AS T2 ON T1.abbreviation = T2.airline GROUP BY T1.uid HAVING COUNT(T2.flightno) >= 10",0,0
Which airlines have at least 10 flights?,medium,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,"SELECT a.airline, COUNT(f.flightno) AS flight_count FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline HAVING COUNT(f.flightno) >= 10","SELECT a.airline, a.abbreviation, a.country FROM airlines AS a INNER JOIN flights AS f ON a.abbreviation = f.airline GROUP BY a.airline HAVING COUNT(f.flightno) >= 10",0,0
Find all airlines that have fewer than 200 flights.,medium,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT a.airline FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline HAVING COUNT(f.flightno) < 200,"SELECT T1.airline, T1.abbreviation, T1.country FROM airlines AS T1 INNER JOIN (SELECT airline, COUNT(*) AS flightcount FROM flights GROUP BY airline) AS T2 ON T1.airline = T2.airline WHERE T2.flightcount < 200",0,0
Which airlines have less than 200 flights?,medium,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,"SELECT a.airline, COUNT(f.flightno) AS flight_count FROM airlines a JOIN flights f ON a.abbreviation = f.airline GROUP BY a.airline HAVING COUNT(f.flightno) < 200","SELECT a.airline, a.abbreviation, a.country FROM airlines AS a INNER JOIN (SELECT f.airline, COUNT(f.flightno) AS flightcount FROM flights AS f GROUP BY f.airline) AS fcount ON a.airline = fcount.airline WHERE fcount.flightcount < 200",0,0
"What are flight numbers of Airline ""United Airlines""?",medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flights.flightno FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United Airlines',SELECT f.flightno FROM flights AS f INNER JOIN airlines AS a ON f.airline = a.abbreviation WHERE a.airline = 'United Airlines',0,0
Which flight numbers correspond to United Airlines flights?,medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flightno FROM flights WHERE airline = 'United Airlines',SELECT T3.flightno FROM flights AS T3 INNER JOIN airlines AS T2 ON T3.airline = T2.abbreviation WHERE T2.airline = 'United Airlines',0,0
"What are flight numbers of flights departing from Airport ""APG""?",easy,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT f.flightno FROM flights f JOIN airports a ON f.sourceairport = a.airportcode WHERE a.airportname = 'APG',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.sourceairport = a.airportcode WHERE a.airportname = 'APG',1,1
Give the flight numbers of flights leaving from APG.,easy,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flightno FROM flights WHERE sourceairport = 'APG',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.sourceairport = a.airportcode WHERE a.airportname = 'APG',1,1
"What are flight numbers of flights arriving at Airport ""APG""?",easy,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT f.flightno FROM flights f JOIN airports a ON f.destairport = a.airportcode WHERE a.airportname = 'APG',SELECT f.flightno FROM flights AS f INNER JOIN airports AS a ON f.destairport = a.airportcode WHERE a.airportname = 'APG',1,1
Give the flight numbers of flights landing at APG.,easy,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT f.flightno FROM flights f JOIN airports a ON f.destairport = a.airportcode WHERE a.airportname = 'APG',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.destairport = a.airportcode WHERE a.airportname = 'APG',1,1
"What are flight numbers of flights departing from City ""Aberdeen ""?",medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.flightno FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen ',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.sourceairport = a.airportcode WHERE a.city = 'Aberdeen',1,1
Give the flight numbers of flights leaving from Aberdeen.,medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flightno FROM flights WHERE sourceairport IN (SELECT airportcode FROM airports WHERE city = 'Aberdeen'),SELECT f.flightno FROM flights f INNER JOIN airports a ON f.sourceairport = a.airportcode WHERE a.city = 'Aberdeen',1,1
"What are flight numbers of flights arriving at City ""Aberdeen""?",medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT f.flightno FROM flights f JOIN airports a ON f.destairport = a.airportcode WHERE a.city = 'Aberdeen',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.destairport = a.airportcode WHERE a.city = 'Aberdeen',1,1
Give the flight numbers of flights arriving in Aberdeen.,medium,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flights.flightno FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.airportname = 'Aberdeen',SELECT f.flightno FROM flights f INNER JOIN airports a ON f.destairport = a.airportcode WHERE a.city = 'Aberdeen',1,1
Find the number of flights landing in the city of Aberdeen or Abilene.,hard,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","SELECT COUNT(*) AS NumberOfFlights FROM flights WHERE destairport IN (     SELECT airportcode     FROM airports     WHERE city IN ('Aberdeen', 'Abilene') )","SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city IN ('Aberdeen', 'Abilene')",1,1
How many flights land in Aberdeen or Abilene?,hard,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""","SELECT COUNT(*) FROM flights WHERE destairport IN ('ABZ', 'ABI')","SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city IN ('Aberdeen', 'Abilene')",1,1
Find the name of airports which do not have any flight in and out.,hard,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT DISTINCT a.airportname FROM airports a WHERE NOT EXISTS (     SELECT 1     FROM flights f1     WHERE f1.sourceairport = a.airportcode ) AND NOT EXISTS (     SELECT 1     FROM flights f2     WHERE f2.destairport = a.airportcode ),SELECT a.airportname FROM airports a LEFT JOIN flights f1 ON a.airportcode = f1.sourceairport LEFT JOIN flights f2 ON a.airportcode = f2.destairport WHERE f1.flightno IS NULL AND f2.flightno IS NULL,1,1
Which airports do not have departing or arriving flights?,hard,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),"SELECT DISTINCT a.city, a.airportcode, a.airportname, a.country, a.countryabbrev FROM airports a LEFT JOIN flights f1 ON a.airportcode = f1.sourceairport LEFT JOIN flights f2 ON a.airportcode = f2.destairport WHERE f1.sourceairport IS NULL AND f2.destairport IS NULL","SELECT a.airportcode, a.airportname, a.country, a.countryabbrev FROM airports a LEFT JOIN flights f1 ON a.airportcode = f1.sourceairport LEFT JOIN flights f2 ON a.airportcode = f2.destairport WHERE f1.sourceairport IS NULL AND f2.destairport IS NULL",0,0
How many employees are there?,easy,SELECT count(*) FROM employee,SELECT COUNT(*) AS total_employees FROM employee,SELECT COUNT(*) FROM employee,1,1
Count the number of employees,easy,SELECT count(*) FROM employee,SELECT COUNT(*) AS number_of_employees FROM employee,SELECT COUNT(DISTINCT employee_id) FROM hiring,1,0
Sort employee names by their age in ascending order.,easy,SELECT name FROM employee ORDER BY age,SELECT name FROM employee ORDER BY age ASC,SELECT name FROM employee ORDER BY age ASC,1,1
List the names of employees and sort in ascending order of age.,easy,SELECT name FROM employee ORDER BY age,SELECT name FROM employee ORDER BY age ASC,SELECT name FROM employee ORDER BY age ASC,1,1
What is the number of employees from each city?,medium,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city","SELECT e.city, COUNT(e.employee_id) AS number_of_employees FROM employee e GROUP BY e.city",0,0
Count the number of employees for each city.,medium,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(employee_id) AS number_of_employees FROM employee GROUP BY city","SELECT T2.city, COUNT(T1.employee_id) AS number_of_employees FROM hiring AS T1 INNER JOIN employee AS T2 ON T1.employee_id = T2.employee_id GROUP BY T2.city",0,0
Which cities do more than one employee under age 30 come from?,medium,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1,SELECT T1.city FROM employee AS T1 INNER JOIN hiring AS T2 ON T1.employee_id = T2.employee_id WHERE T1.age < 30 GROUP BY T1.city HAVING COUNT(T1.employee_id) > 1,1,1
Find the cities that have more than one employee under age 30.,medium,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING COUNT(employee_id) > 1,SELECT T1.city FROM employee AS T1 INNER JOIN hiring AS T2 ON T1.employee_id = T2.employee_id WHERE T1.age < 30 GROUP BY T1.city HAVING COUNT(T1.employee_id) > 1,1,1
Find the number of shops in each location.,medium,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location, COUNT(*) AS number_of_shops FROM shop GROUP BY location","SELECT location, COUNT(shop_id) AS number_of_shops FROM shop GROUP BY location",0,0
How many shops are there in each location?,medium,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location, COUNT(*) AS shop_count FROM shop GROUP BY location","SELECT location, COUNT(shop_id) AS number_of_shops FROM shop GROUP BY location",0,0
Find the manager name and district of the shop whose number of products is the largest.,medium,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT s.manager_name, s.district FROM shop s WHERE s.number_products = (SELECT MAX(number_products) FROM shop)",NULL,1,0
What are the manager name and district of the shop that sells the largest number of products?,medium,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT s.manager_name, s.district FROM shop s ORDER BY s.number_products DESC LIMIT 1",NULL,1,0
find the minimum and maximum number of products of all stores.,medium,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT MIN(number_products) AS min_products, MAX(number_products) AS max_products FROM shop","SELECT MIN(number_products), MAX(number_products) FROM shop",1,1
What are the minimum and maximum number of products across all the shops?,medium,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT MIN(number_products) AS min_products, MAX(number_products) AS max_products FROM shop","SELECT MIN(number_products), MAX(number_products) FROM shop",1,1
