Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,extra,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';","SELECT T1.countryid, T1.countryname FROM countries AS T1 JOIN car_makers AS T2 ON T1.countryid = T2.country WHERE T2.country = 'fiat' GROUP BY T1.countryid HAVING COUNT(T2.id) > 3 OR T1.countryname = 'fiat' GROUP BY T1.countryid, T1.countryname","SELECT T1.countryid, T1.countryname FROM countries AS T1 INNER JOIN car_makers AS T2 ON T1.countryid = T2.country WHERE T2.country = 'fiat' GROUP BY T1.countryid HAVING COUNT(T2.id) > 3 OR T1.countryname IN ( SELECT T1.countryname FROM countries AS T1 INNER JOIN car_makers AS T2 ON T1.countryid = T2.country WHERE T2.country = 'fiat' GROUP BY T1.countryid HAVING COUNT(T2.id) > 3 )",0,0
What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,extra,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","SELECT T1.countryid ,  T1.countryname FROM countries AS T1 JOIN car_makers AS T2 ON T1.countryid = T2.country WHERE T2.country = 'Italy' GROUP BY T1.countryid HAVING COUNT(T2.id) > 3 UNION SELECT T1.countryid ,  T1.countryname FROM countries AS T1 JOIN model_list AS T2 ON T1.countryid = T2.country WHERE T2.model = 'Fiat' GROUP BY T1.countryid HAVING COUNT(T2.id) > 3",NULL,0,0
"Which country does Airline ""JetBlue Airways"" belong to?",easy,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",NULL,SELECT T1.country FROM airlines AS T1 WHERE T1.airline = 'JetBlue Airways',0,1
What country is Jetblue Airways affiliated with?,easy,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",NULL,SELECT T1.country FROM airlines AS T1 WHERE T1.airline = 'Jetblue Airways',0,0
"What is the abbreviation of Airline ""JetBlue Airways""?",easy,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT abbreviation FROM airlines WHERE airline = 'JetBlue Airways',SELECT abbreviation FROM airlines WHERE airline = 'JetBlue Airways',1,1
Which abbreviation corresponds to Jetblue Airways?,easy,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",NULL,SELECT abbreviation FROM airlines WHERE airline = 'Jetblue Airways',0,0
"List all airline names and their abbreviations in ""USA"".",medium,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT T1.airline, T1.abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T1.country = 'USA'","SELECT T1.airline, T1.abbreviation FROM airlines AS T1 WHERE T1.country = 'USA'",1,1
What are the airline names and abbreviations for airlines in the USA?,medium,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT T1.airline, T1.abbreviation FROM airlines AS T1 WHERE T1.country = 'USA'","SELECT T1.airline, T1.abbreviation FROM airlines AS T1 WHERE T1.country = 'USA'",1,1
List the airport code and name in the city of Anthony.,medium,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT airportcode, airportname FROM airports WHERE city = 'Anthony'","SELECT airportcode, airportname FROM airports WHERE city = 'Anthony'",1,1
Give the airport code and airport name corresonding to the city Anthony.,medium,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT airportcode ,  airportname FROM airports WHERE city = 'Anthony'","SELECT airportcode, airportname FROM airports WHERE city = 'Anthony'",1,1
How many airlines do we have?,easy,SELECT count(*) FROM AIRLINES,SELECT count(*) FROM airlines,SELECT COUNT(DISTINCT airline) FROM airlines  Step-by-Step Sub-Questions: 1. What information are we looking for? 2. Which table contains the relevant data? 3. How should we count the airlines? 4. What should the final output be?,1,0
What is the total number of airlines?,easy,SELECT count(*) FROM AIRLINES,SELECT count(*) FROM airlines,SELECT COUNT(*) FROM airlines,1,1
How many airports do we have?,easy,SELECT count(*) FROM AIRPORTS,SELECT count(*) FROM airports,SELECT COUNT(*) FROM airports,1,1
Return the number of  airports.,easy,SELECT count(*) FROM AIRPORTS,SELECT count(*) FROM airports,SELECT count(*) FROM airports  Step-by-Step Sub-Questions: . What table contains information about airports? 2. How many rows are in this table?,1,0
How many flights do we have?,easy,SELECT count(*) FROM FLIGHTS,SELECT count(*) FROM flights,SELECT COUNT(*) FROM flights,1,1
Return the number of flights.,easy,SELECT count(*) FROM FLIGHTS,SELECT count(*) FROM flights,SELECT COUNT(*) FROM flights,1,1
Which airline has abbreviation 'UAL'?,easy,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT T1.airline FROM airlines AS T1 WHERE T1.abbreviation = 'UAL',SELECT T1.airline FROM airlines AS T1 WHERE T1.abbreviation = 'UAL',1,1
Give the airline with abbreviation 'UAL'.,easy,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT T1.airline FROM airlines AS T1 WHERE T1.abbreviation = 'UAL',SELECT T1.airline FROM airlines AS T1 WHERE T1.abbreviation = 'UAL',1,1
How many airlines are from USA?,easy,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",NULL,SELECT COUNT(*) FROM airlines WHERE country = 'USA',0,1
Return the number of airlines in the USA.,easy,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",SELECT COUNT(*) FROM airlines WHERE country = 'USA',SELECT COUNT(*) FROM airlines WHERE country = 'USA',1,1
Which city and country is the Alton airport at?,medium,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",NULL,"SELECT T2.city, T2.country FROM airports AS T1 INNER JOIN cities AS T2 ON T1.citycode = T2.citycode WHERE T1.airportname = 'Alton'",0,0
Give the city and country for the Alton airport.,medium,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT city, country FROM airports WHERE airportname = 'Alton'","SELECT T2.city, T2.country FROM airports AS T1 INNER JOIN airlines AS T2 ON T1.country = T2.country WHERE T1.airportname = 'Alton'",1,0
What is the airport name for airport 'AKO'?,easy,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT airportname FROM airports WHERE airportcode = 'AKO',SELECT airportname FROM airports WHERE airportcode = 'AKO',1,1
Return the name of the airport with code 'AKO'.,easy,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT airportname FROM airports WHERE airportcode = 'AKO',SELECT airportname FROM airports WHERE airportcode = 'AKO',1,1
What are airport names at City 'Aberdeen'?,easy,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT airportname FROM airports WHERE city = 'Aberdeen',SELECT T2.AirportName FROM airports AS T1 INNER JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport WHERE T1.City = 'Aberdeen',1,0
What are the names of airports in Aberdeen?,easy,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT airportname FROM airports WHERE city = 'Aberdeen',SELECT T2.airportname FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airportcode = T2.sourceairport WHERE T1.city = 'Aberdeen',1,0
How many flights depart from 'APG'?,easy,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",NULL,SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG',0,1
Count the number of flights departing from 'APG'.,easy,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG',SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG',1,1
How many flights have destination ATO?,easy,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT count(*) FROM flights WHERE destairport = 'ATO',NULL,1,0
Count the number of flights into ATO.,easy,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE destairport = 'ATO',NULL,1,0
How many flights depart from City Aberdeen?,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.city = 'Aberdeen',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.city = 'Aberdeen',1,1
Return the number of flights departing from Aberdeen.,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.city = 'Aberdeen',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.city = 'Aberdeen',1,1
How many flights arriving in Aberdeen city?,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city = 'Aberdeen',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city = 'Aberdeen',1,1
Return the number of flights arriving in Aberdeen.,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city = 'Aberdeen',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T2.city = 'Aberdeen',1,1
How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",NULL,SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode INNER JOIN airports AS T3 ON T1.destairport = T3.airportcode WHERE T2.city = 'Aberdeen' AND T3.city = 'Ashley',0,1
How many flights fly from Aberdeen to Ashley?,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",NULL,SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T2.city = 'Aberdeen' AND T1.destairport = (SELECT airportcode FROM airports WHERE city = 'Ashley'),0,1
How many flights does airline 'JetBlue Airways' have?,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",NULL,SELECT COUNT(*) FROM flights AS T1 INNER JOIN airlines AS T2 ON T1.airline = T2.uid WHERE T2.airline = 'JetBlue Airways',0,1
Give the number of Jetblue Airways flights.,medium,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.airline  =  T2.uid WHERE T2.airline  =  'Jetblue Airways',SELECT count(*) FROM flights AS T1 INNER JOIN airlines AS T2 ON T1.airline = T2.airline WHERE T2.airline = 'Jetblue Airways',0,0
How many 'United Airlines' flights go to Airport 'ASY'?,medium,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",SELECT COUNT(*) FROM flights WHERE airline = 'UA' AND destairport = 'ASY',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airlines AS T2 ON T1.airline = T2.uid WHERE T2.airline = 'United Airlines' AND T1.destairport = 'ASY',1,1
Count the number of United Airlines flights arriving in ASY Airport.,medium,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",SELECT COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.airline = T2.uid JOIN airports AS T3 ON T1.destairport = T3.airportcode WHERE T2.airline = 'United Airlines' AND T3.airportname = 'ASY Airport',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T1.airline = 'United Airlines' AND T2.airportname = 'ASY Airport',1,1
How many 'United Airlines' flights depart from Airport 'AHD'?,medium,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",NULL,SELECT COUNT(*) FROM flights AS T1 INNER JOIN airlines AS T2 ON T1.airline = T2.uid WHERE T2.airline = 'United Airlines' AND T1.sourceairport = 'AHD',0,1
Return the number of United Airlines flights leaving from AHD Airport.,medium,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.airline  =  T2.uid JOIN airports AS T3 ON T1.sourceairport  =  T3.airportcode WHERE T2.airline  =  'United Airlines' AND T3.airportname  =  'AHD Airport',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode WHERE T1.airline = 'United Airlines' AND T2.airportname = 'AHD Airport',1,1
How many United Airlines flights go to City 'Aberdeen'?,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.airline = T2.uid JOIN airports AS T3 ON T1.destairport = T3.airportcode WHERE T2.abbreviation = 'UA' AND T3.city = 'Aberdeen' AND T3.countryabbrev = 'GB',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airlines AS T2 ON T1.airline = T2.uid INNER JOIN airports AS T3 ON T1.destairport = T3.airportcode WHERE T2.airline = 'United Airlines' AND T3.city = 'Aberdeen',1,1
Count the number of United Airlines flights that arrive in Aberdeen.,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.airline = T2.uid JOIN airports AS T3 ON T1.destairport = T3.airportcode WHERE T2.airline = 'United Airlines' AND T3.city = 'Aberdeen',SELECT COUNT(*) FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode WHERE T1.airline = 'United Airlines' AND T2.city = 'Aberdeen',1,1
Which city has most number of arriving flights?,extra,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT T2.city FROM flights AS T1 JOIN airports AS T2 ON T1.destairport = T2.airportcode GROUP BY T2.city ORDER BY COUNT(*) DESC LIMIT 1,SELECT T2.city FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode GROUP BY T2.city ORDER BY COUNT(*) DESC LIMIT 1,1,1
Which city has the most frequent destination airport?,extra,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,NULL,SELECT T2.city FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode GROUP BY T2.city ORDER BY COUNT(*) DESC LIMIT 1,0,1
Which city has most number of departing flights?,extra,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"SELECT T1.city, COUNT(*) AS flight_count FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.sourceairport GROUP BY T1.city ORDER BY flight_count DESC LIMIT 1",SELECT T1.city FROM airports AS T1 INNER JOIN flights AS T2 ON T1.airportcode = T2.sourceairport GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1,1,1
Which city is the most frequent source airport?,extra,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,NULL,SELECT T2.city FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode GROUP BY T2.city ORDER BY COUNT(*) DESC LIMIT 1,0,1
What is the code of airport that has the highest number of flights?,extra,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT destairport FROM flights GROUP BY destairport ORDER BY count(*) DESC LIMIT 1,SELECT T2.destairport FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode GROUP BY T2.destairport ORDER BY COUNT(*) DESC LIMIT 1,0,0
What is the airport code of the airport with the most flights?,extra,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,NULL,SELECT T2.airportcode FROM flights AS T1 INNER JOIN airports AS T2 ON T1.destairport = T2.airportcode GROUP BY T2.airportcode ORDER BY COUNT(*) DESC LIMIT 1,0,1
What is the code of airport that has fewest number of flights?,extra,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,SELECT sourceairport FROM flights GROUP BY sourceairport ORDER BY count(*) ASC LIMIT 1,"SELECT T2.sourceairport FROM flights AS T1 INNER JOIN airports AS T2 ON T1.sourceairport = T2.airportcode GROUP BY T2.sourceairport ORDER BY count(*) ASC LIMIT 1  Step-by-Step Sub-Questions: . What airports are involved in flights? 2. For each airport, how many flights originate from it? 3. Which airport has the fewest number of flights? 4. What is the code of this airport?",0,0
